id,full_name,party,gender,state,district,congressional terminology_x,congressional terminology_y,government budget_x,government budget_y,agriculture_x,agriculture_y,border enforcement_x,border enforcement_y,trade policy_x,trade policy_y,military_x,military_y,foreign policy_x,foreign policy_y,financial sector_x,financial sector_y,iraq & afghanistan wars_x,iraq & afghanistan wars_y,sports_x,sports_y,drugs war_x,drugs war_y,veteran affairs_x,veteran affairs_y,energy policy_x,energy policy_y,tobacco_x,tobacco_y,african-americans_x,african-americans_y,environment_x,environment_y,infrastructure & transportation_x,infrastructure & transportation_y,arts_x,arts_y,human rights in china_x,human rights in china_y,secondary education_x,secondary education_y,homeland security_x,homeland security_y,natural disasters_x,natural disasters_y,affordable housing_x,affordable housing_y,worker's rights_x,worker's rights_y,child welfare_x,child welfare_y,healthcare_x,healthcare_y
A000014,Neil Abercrombie,Democrat,0,HI,1st,-26.063,34.714,-4.895,6.191,-107.816,0.760,-32.494,2.454,-39.052,1.880,-5.000,14.357,-3.000,7.503,-146.914,0.523,-41.005,1.594,-212.818,0.429,-402.126,0.319,-1.000,4.907,-89.670,1.345,-9.692,0.208,-23.093,3.672,-4.067,2.672,-162.239,0.615,-1019.272,0.000,-76.254,1.134,-88.922,0.819,-43.685,1.899,-37.167,0.636,-172.347,0.717,-117.769,1.480,-255.473,0.623,-6.822,9.042
A000022,Gary Ackerman,Democrat,0,NY,5th,-9.000,12.214,-15.311,0.678,-59.012,1.380,-16.139,1.880,-14.321,3.465,-50.666,2.667,-9.000,17.786,-77.765,0.938,-40.703,1.815,-136.928,1.058,-6.220,0.506,-29.954,6.215,-62.320,0.452,-100.111,0.214,-2.724,4.867,-60.256,1.187,-2.463,0.854,-471.463,0.275,-27.008,1.861,-23.812,2.151,-84.926,2.786,-71.987,1.313,-522.700,0.274,-153.841,0.802,-79.293,0.584,-6.453,8.616
A000069,Daniel Akaka,Democrat,0,HI,2nd,-18.999,39.857,-15.841,0.014,-42.675,0.910,-144.411,0.301,-58.919,0.186,-76.010,0.643,-42.371,3.442,-87.347,0.000,-131.749,0.663,-113.220,0.000,-268.267,0.371,-3.413,8.966,-23.913,1.027,-163.879,0.000,-11.564,0.207,-1.000,6.644,-3.000,6.214,-171.728,0.000,-14.607,0.000,-36.111,0.176,-5.000,13.286,-58.373,0.949,-39.294,0.000,-136.648,0.336,-62.429,0.000,-9.000,19.500
A000209,Michael Andrews,Democrat,0,TX,25th,-10.998,21.000,-41.237,4.110,-86.323,0.427,-14.258,1.945,-1.000,10.071,-28.459,1.296,-60.338,2.214,-2.996,3.642,-16.143,1.871,-51.542,0.180,-466.717,0.000,-17.903,3.510,-15.735,1.988,-649.736,0.000,-3.000,19.500,-17.860,3.923,-113.053,1.324,-956.517,0.115,-116.317,0.651,-9.224,2.184,-39.502,0.317,-91.305,1.236,-21.011,1.637,-24.318,2.552,-93.248,0.000,-1.000,49.071
A000210,Robert Andrews,Democrat,0,NJ,1st,-12.999,36.214,-2.951,6.902,-15.413,0.506,-23.026,1.020,-58.671,1.313,-29.389,4.399,-2.880,6.196,-108.912,1.641,-45.110,1.324,-34.554,1.104,-135.425,0.366,-5.091,5.402,-25.943,1.007,-114.247,0.315,-73.275,2.137,-35.564,0.790,-46.627,0.531,-109.427,0.371,-227.512,0.455,-2.158,3.551,-16.889,2.644,-120.291,0.766,-453.835,0.116,-39.067,3.051,-60.797,1.486,-6.998,15.429
A000211,Thomas Andrews,Democrat,0,ME,1st,-12.999,20.357,-12.973,9.639,-53.242,0.646,-1.000,0.334,-1.491,4.286,-3.000,33.857,-32.379,2.063,-42.076,0.150,-173.809,0.986,-116.541,0.463,-2.587,0.227,-27.397,0.814,-91.067,0.101,-6.213,0.000,-1.000,2.957,-40.038,1.611,-35.052,3.118,-6.839,0.000,-125.473,0.000,-75.654,0.311,-4.217,0.000,-27.168,1.662,-103.486,0.687,-101.930,1.121,-5.478,0.000,-16.599,2.945
A000214,Douglas Applegate,Democrat,0,OH,18th,-1.000,18.659,-32.635,3.246,-252.068,0.555,-54.059,2.337,-24.781,3.857,-49.143,1.033,-37.862,0.206,-7.225,0.000,-64.714,0.368,-101.642,0.184,-98.329,0.637,-25.032,8.353,-19.854,0.547,-7.955,0.100,-18.552,6.430,-30.635,3.641,-5.000,6.000,-8.576,0.103,-57.172,1.290,-5.157,0.000,-6.794,0.204,-276.667,0.519,-82.115,0.000,-80.825,0.478,-6.832,0.131,-3.000,0.214
A000357,Thomas Allen,Democrat,0,ME,1st,-20.395,19.500,-4.999,11.571,-113.435,0.984,-68.716,0.453,-19.301,2.441,-9.000,8.571,-15.866,2.072,-39.330,0.653,-29.306,2.513,-50.540,0.367,-70.583,0.487,-9.699,1.912,-27.566,2.852,-391.572,0.361,-30.242,0.658,-8.835,3.750,-58.769,0.493,-770.083,0.000,-37.092,0.309,-57.016,1.864,-25.954,1.432,-15.441,0.761,-46.191,0.623,-31.693,1.596,-7.441,2.288,-3.000,56.143
A000362,Jason Altmire,Democrat,0,PA,4th,-14.663,10.238,-3.000,13.286,-273.030,0.282,-81.429,0.982,-94.586,0.589,-30.079,2.410,-60.843,0.591,-83.781,1.507,-6.819,2.942,-22.170,2.530,-202.971,0.107,-10.938,9.641,-3.000,6.857,-525.460,0.299,-28.008,2.143,-143.485,0.815,-13.827,2.488,-532.894,0.000,-506.308,0.000,-84.229,1.852,-22.024,2.813,-148.918,0.507,-165.138,0.578,-17.940,1.389,-148.720,0.980,-1.000,21.857
A000363,Michael Arcuri,Democrat,0,NY,24th,-18.443,33.214,-18.540,3.415,-9.702,1.062,-115.482,0.149,-180.671,0.241,-8.865,4.510,-80.071,0.515,-75.082,1.430,-26.846,3.020,-29.463,2.678,-565.632,0.346,-9.537,7.062,-14.991,4.069,-240.078,0.000,-40.808,1.317,-1.000,2.937,-7.856,3.326,-252.611,0.011,-209.873,0.045,-147.272,1.071,-1.000,9.218,-129.527,1.183,-16.136,1.263,-53.678,2.298,-177.723,0.726,-29.040,6.830
A000364,John Adler,Democrat,0,NJ,3rd,-9.000,6.214,-40.739,0.000,-154.171,0.759,-120.089,0.347,-142.379,0.153,-7.392,1.851,-69.678,0.214,-13.000,4.929,-65.723,0.181,-6.958,3.688,-578.215,0.000,-1.000,30.214,-229.292,0.000,-115.956,0.641,-33.492,1.456,-72.914,1.418,-155.362,0.533,-13.781,0.000,-359.171,0.371,-15.682,2.561,-50.187,1.441,-44.117,1.313,-11.551,2.998,-49.398,1.649,-138.505,0.967,-17.883,5.497
A000371,Pete Aguilar,Democrat,0,CA,31st,-5.000,10.499,-46.029,0.410,-25.261,1.178,-126.648,0.838,-99.727,0.403,-25.045,4.725,-35.251,0.784,-59.939,1.010,-164.902,0.503,-140.631,0.895,-144.271,0.347,-14.699,6.236,-43.731,1.147,-653.656,0.000,-30.560,5.567,-2.132,3.107,-1.000,5.571,-15.516,0.104,-331.023,0.145,-41.547,1.996,-48.499,3.862,-15.271,2.465,-197.457,0.104,-1.000,6.438,-169.676,0.368,-1.000,13.278
A000373,Brad Ashford,Democrat,0,NE,2nd,-9.000,6.000,-19.469,1.719,-35.842,1.563,-108.566,0.245,-69.530,1.876,-15.342,3.091,-71.955,2.147,-25.209,1.118,-77.267,0.333,-42.776,1.694,-297.603,0.000,-3.000,24.643,-130.523,0.245,-609.153,0.000,-13.793,2.268,-110.373,0.540,-156.292,1.299,-39.817,0.743,-23.211,0.319,-73.048,2.021,-20.163,1.214,-270.687,0.328,-474.033,0.181,-71.991,0.751,-191.783,0.544,-14.484,9.658
B000008,James Bacchus,Democrat,0,FL,15th,-19.232,22.287,-1.000,11.786,-16.981,0.000,-11.850,0.153,-5.000,5.572,-34.152,4.139,-34.774,3.106,-19.252,0.000,-18.042,2.769,-16.274,2.921,-592.394,0.025,-14.057,8.311,-12.446,0.000,-20.108,0.000,-15.670,2.344,-47.765,2.948,-3.000,6.857,-18.984,0.104,-27.171,2.143,-16.751,1.990,-71.673,1.180,-18.209,0.000,-494.248,0.110,-75.990,0.751,-46.262,1.513,-15.248,1.500
B000028,Henry Baesler,Democrat,0,KY,6th,-20.998,16.500,-16.992,8.143,-1.000,6.857,-73.022,0.903,-55.165,1.523,-78.010,0.641,-79.014,1.320,-157.751,0.248,-28.450,0.532,-37.056,1.825,-568.434,0.046,-16.759,1.058,-15.730,0.000,-3.000,2.571,-46.276,2.570,-78.625,0.305,-87.484,0.835,-336.674,0.000,-47.493,0.529,-23.843,1.776,-46.938,3.515,-1.000,2.635,-96.771,0.960,-138.546,0.547,-3.000,4.929,-40.090,4.099
B000081,John Baldacci,Democrat,0,ME,2nd,-11.396,29.581,-23.995,5.820,-1.000,5.790,-138.163,0.316,-7.701,1.489,-76.205,1.079,-44.782,1.112,-124.577,1.354,-1.000,2.533,-1.597,0.736,-139.025,0.425,-16.778,4.079,-14.632,3.126,-42.643,0.688,-32.235,0.677,-22.554,3.278,-35.504,2.478,-25.928,0.747,-446.887,0.371,-22.723,3.719,-17.071,3.381,-39.506,2.233,-67.686,1.185,-60.062,1.928,-107.005,1.333,-14.998,15.429
B000134,James Barcia,Democrat,0,MI,5th,-5.000,10.071,-52.237,0.602,-11.823,1.804,-44.710,1.613,-126.577,0.848,-49.487,1.254,-22.547,1.113,-172.665,0.752,-48.510,0.750,-57.715,2.111,-432.722,0.371,-14.703,5.812,-4.002,0.353,-460.843,0.315,-8.999,7.929,-47.624,2.436,-86.332,1.777,-757.816,0.000,-300.847,0.323,-7.850,3.450,-3.000,10.714,-6.184,1.320,-96.602,0.739,-66.983,1.681,-18.487,1.705,-2.717,5.087
B000151,Thomas Barlow,Democrat,0,KY,1st,-14.998,17.357,-20.827,4.363,-3.000,6.214,-2.999,5.791,-11.665,2.960,-29.083,0.240,-40.086,0.555,-1.985,3.236,-202.325,0.590,-137.940,0.000,-21.677,0.000,-22.135,0.738,-20.812,1.482,-32.024,0.781,-14.830,3.970,-8.997,4.505,-30.832,3.139,-675.590,0.000,-263.968,0.000,-1.000,3.165,-44.194,0.206,-18.031,1.089,-270.957,0.192,-26.113,4.071,-31.200,1.664,-8.998,15.429
B000177,Thomas Barrett,Democrat,0,WI,5th,-21.696,24.679,-9.947,5.999,-125.176,0.708,-52.574,2.192,-58.785,0.936,-26.062,0.420,-7.126,2.538,-89.131,1.496,-195.470,1.070,-124.970,1.296,-31.131,1.534,-48.018,5.143,-84.219,0.547,-697.034,0.000,-4.999,9.857,-2.528,0.363,-79.709,0.415,-349.085,0.185,-254.967,0.185,-66.004,1.721,-54.561,1.056,-204.213,0.386,-24.470,1.422,-26.968,1.200,-48.564,1.860,-13.979,10.530
B000243,Max Baucus,Democrat,0,MT,1st,-18.999,49.071,-2.904,0.174,-25.378,1.392,-34.669,3.260,-1.026,6.000,-59.763,1.002,-100.686,0.786,-80.773,1.224,-13.328,2.368,-29.293,0.173,-76.904,1.034,-9.787,0.624,-11.193,3.321,-28.782,0.104,-2.610,0.332,-3.000,8.143,-158.126,1.214,-544.166,0.000,-37.387,1.458,-11.000,6.429,-1.000,10.933,-47.616,1.797,-195.719,0.000,-7.006,0.250,-26.005,0.000,-8.906,1.262
B000287,Xavier Becerra,Democrat,0,CA,34th,-35.233,22.286,-12.998,10.929,-126.540,0.365,-33.351,2.033,-80.513,1.631,-55.237,1.425,-51.487,3.261,-112.980,0.813,-4.640,2.080,-1.000,2.045,-66.994,0.677,-17.388,4.467,-111.428,0.306,-51.650,0.651,-10.121,3.727,-77.561,1.042,-8.898,0.637,-347.380,0.297,-40.572,0.739,-83.431,2.391,-26.649,1.832,-109.487,0.846,-193.995,0.748,-10.028,4.299,-26.243,2.793,-20.165,10.286
B000318,Anthony Beilenson,Democrat,0,CA,24th,-1.000,87.000,-2.751,5.748,-138.622,0.309,-36.272,0.531,-2.996,4.502,-20.315,3.718,-72.163,1.111,-131.409,0.451,-182.331,0.805,-33.440,0.537,-6.292,0.292,-8.062,0.302,-26.750,1.371,-662.254,0.117,-42.617,0.717,-13.471,3.080,-10.063,2.172,-460.857,0.372,-368.018,0.371,-58.117,0.558,-20.959,2.631,-8.166,1.281,-72.416,0.601,-113.937,0.432,-122.915,1.064,-1.000,9.195
B000400,Ken Bentsen,Democrat,0,TX,25th,-16.998,27.000,-14.972,9.646,-41.024,1.237,-114.538,0.863,-21.918,3.265,-42.767,4.500,-40.485,2.476,-6.996,3.647,-192.283,0.796,-45.750,1.508,-410.528,0.313,-14.950,1.593,-149.541,0.868,-148.566,0.556,-16.041,4.395,-77.559,1.614,-80.005,1.488,-47.503,0.641,-107.581,0.628,-58.813,2.634,-64.284,2.582,-113.604,1.269,-2.683,1.224,-52.169,0.748,-4.271,1.756,-5.000,24.000
B000410,Howard Berman,Democrat,0,CA,28th,-18.427,45.643,-42.374,0.615,-101.786,0.313,-150.953,0.794,-3.000,6.431,-10.897,5.793,-1.000,12.214,-177.183,0.347,-23.884,1.335,-14.899,1.624,-194.153,0.393,-18.435,2.019,-65.613,0.337,-39.261,0.671,-55.314,3.216,-111.865,0.683,-131.420,1.212,-325.076,0.267,-4.833,2.613,-3.736,1.188,-1.000,9.432,-152.367,0.541,-37.820,0.377,-147.065,1.025,-264.208,0.463,-2.732,3.371
B000420,Robert Berry,Democrat,0,AR,1st,-11.000,9.429,-14.629,9.006,-2.999,5.150,-46.601,1.546,-43.657,2.833,-43.157,0.593,-63.628,0.899,-130.588,0.877,-24.454,0.909,-84.597,1.110,-353.664,0.348,-2.936,8.110,-35.743,0.773,-299.718,0.185,-20.412,4.590,-46.100,0.862,-102.273,0.497,-126.032,0.313,-255.971,0.371,-41.071,1.108,-48.345,1.024,-185.169,1.051,-21.828,0.211,-143.603,1.005,-77.693,1.205,-1.000,32.357
B000431,Tom Bevill,Democrat,0,AL,4th,-2.999,39.000,-13.453,5.538,-12.296,2.661,-23.895,0.595,-57.149,1.521,-38.625,3.013,-72.935,0.342,-38.215,0.181,-175.087,0.194,-176.476,0.737,-239.198,0.299,-1.000,7.092,-11.068,1.721,-13.167,0.424,-11.920,2.191,-10.997,4.499,-47.863,1.823,-563.827,0.210,-469.158,0.135,-22.654,1.128,-29.067,0.731,-88.637,0.744,-244.244,0.426,-142.826,1.203,-16.420,2.455,-2.948,6.470
B000444,Joseph Biden,Democrat,0,DE,,-26.406,21.857,-14.016,5.332,-133.347,0.000,-1.000,14.143,-31.419,0.000,-60.549,0.000,-42.187,4.062,-36.236,0.178,-159.466,0.231,-37.483,0.169,-1.000,1.921,-13.310,0.627,-36.049,0.000,-41.210,0.116,-20.373,0.760,-85.141,0.000,-29.096,0.000,-36.773,0.104,-35.349,0.000,-37.123,0.000,-39.882,0.018,-150.914,0.202,-87.538,0.278,-40.856,0.208,-36.001,0.000,-40.662,0.000
B000462,James Bilbray,Democrat,0,NV,1st,-1.000,31.716,-52.351,1.118,-209.427,0.205,-36.702,0.317,-4.999,4.715,-21.109,4.684,-5.000,15.857,-126.752,1.276,-36.418,0.756,-123.614,0.726,-37.758,0.148,-9.742,1.053,-7.978,0.259,-432.406,0.371,-56.034,3.532,-1.000,12.000,-19.512,0.778,-548.927,0.359,-37.089,0.095,-40.784,3.326,-8.426,4.935,-137.117,0.200,-237.338,0.357,-97.211,0.530,-41.219,0.105,-16.161,9.204
B000468,Jeff Bingaman,Democrat,0,NM,,-7.000,58.929,-20.910,0.416,-40.758,0.162,-130.281,0.658,-43.156,1.507,-1.000,57.643,-35.398,4.287,-28.231,2.846,-22.743,3.171,-1.000,0.349,-10.633,1.757,-76.222,0.000,-202.386,0.597,-44.791,0.209,-89.081,2.006,-14.501,2.310,-1.000,3.112,-46.273,0.810,-38.821,0.000,-55.017,1.861,-1.000,5.616,-42.561,0.117,-317.021,0.185,-32.017,0.000,-88.218,1.322,-16.588,3.802
B000490,Sanford Bishop,Democrat,0,GA,2nd,-24.403,18.643,-8.462,2.231,-6.938,3.492,-156.570,0.310,-70.214,1.453,-3.000,8.359,-19.875,2.054,-204.548,0.348,-147.734,0.683,-8.978,2.018,-358.959,0.185,-5.000,11.571,-2.201,0.978,-209.086,0.349,-3.000,12.857,-27.068,1.049,-81.690,1.372,-948.111,0.000,-95.829,0.565,-54.816,2.613,-22.147,3.181,-263.982,0.729,-82.753,0.683,-31.427,1.810,-20.128,1.119,-8.723,6.229
B000517,Lucien Blackwell,Democrat,0,PA,2nd,-1.000,8.357,-20.972,9.643,-199.226,0.131,-40.736,0.960,-41.786,2.453,-27.434,4.958,-11.148,3.957,-39.253,0.000,-103.752,0.201,-42.551,0.000,-137.239,0.521,-6.245,4.383,-41.311,0.000,-14.903,0.532,-12.999,9.429,-41.901,0.000,-53.229,0.223,-357.560,0.185,-21.644,1.725,-1.000,3.380,-47.631,0.000,-46.214,0.000,-1.000,1.761,-4.907,2.012,-75.942,0.484,-28.090,7.499
B000518,Rod Blagojevich,Democrat,0,IL,5th,-24.466,21.429,-41.306,1.541,-214.419,0.218,-1.647,2.600,-19.066,2.654,-51.476,3.106,-1.000,10.289,-78.159,0.728,-86.806,1.559,-29.613,1.291,-11.216,1.067,-16.724,3.203,-137.407,0.529,-267.926,0.370,-3.000,9.643,-40.079,0.178,-14.496,1.850,-188.420,0.258,-193.007,0.606,-35.641,3.125,-1.000,4.776,-13.298,2.503,-391.805,0.251,-13.026,2.638,-40.476,1.440,-25.136,4.785
B000574,Earl Blumenauer,Democrat,0,OR,3rd,-32.467,21.429,-15.384,7.469,-24.437,2.438,-66.751,1.289,-49.668,2.841,-4.993,7.090,-23.499,3.689,-33.389,1.891,-60.729,1.773,-57.387,0.636,-195.893,0.506,-11.444,1.804,-8.997,4.511,-519.594,0.185,-47.601,2.019,-18.984,4.929,-4.996,4.945,-547.550,0.203,-129.067,0.533,-83.968,1.022,-36.528,3.471,-66.392,1.730,-33.661,1.000,-127.405,1.714,-1.000,1.081,-10.997,11.572
B000619,David Bonior,Democrat,0,MI,10th,-8.999,13.286,-20.220,7.288,-170.048,0.749,-6.413,2.975,-7.757,4.292,-40.112,1.006,-6.853,5.985,-25.287,0.369,-204.110,0.686,-112.854,0.873,-557.194,0.206,-30.922,4.707,-140.968,0.316,-731.195,0.000,-44.351,4.070,-63.690,1.161,-77.957,0.311,-881.089,0.134,-4.476,1.979,-36.519,2.551,-75.276,1.198,-260.595,0.502,-304.292,0.185,-3.000,8.357,-25.140,1.301,-2.993,13.294
B000639,David Boren,Democrat,0,OK,,-26.398,51.214,-1.000,21.857,-47.821,0.064,-147.679,0.548,-1.000,18.214,-45.957,0.185,-26.139,0.068,-10.998,4.286,-38.716,0.000,-30.418,0.728,-46.472,0.000,-39.957,0.070,-133.841,0.263,-53.398,0.111,-42.335,0.002,-70.757,1.328,-83.261,0.211,-288.058,0.190,-49.284,0.000,-45.135,0.000,-51.647,0.000,-102.484,0.688,-46.385,0.192,-6.767,0.463,-155.086,1.058,-6.927,1.080
B000644,Robert Borski,Democrat,0,PA,3rd,-9.000,26.357,-2.059,6.461,-157.715,0.979,-72.528,1.110,-42.641,1.300,-1.000,4.289,-24.550,4.162,-175.531,0.226,-81.961,1.307,-48.545,0.739,-540.086,0.361,-14.784,4.059,-154.760,0.550,-304.837,0.363,-28.961,3.802,-2.998,4.932,-1.000,8.143,-15.517,0.318,-30.164,0.527,-86.200,1.306,-16.087,3.568,-18.705,0.885,-18.352,0.880,-11.208,2.727,-138.186,0.640,-1.051,8.339
B000652,Leonard Boswell,Democrat,0,IA,3rd,-20.402,28.286,-37.471,1.641,-1.000,6.643,-37.348,0.887,-165.934,0.832,-10.897,6.222,-24.736,1.798,-47.155,1.344,-37.565,1.547,-10.985,2.010,-223.970,0.448,-6.998,12.214,-29.397,2.766,-2.735,0.421,-66.451,1.864,-132.875,0.858,-148.270,0.920,-225.721,0.205,-11.174,0.875,-41.528,2.372,-6.999,10.929,-20.802,2.519,-195.725,0.426,-19.253,1.735,-173.012,0.468,-14.999,12.000
B000657,Frederick Boucher,Democrat,0,VA,9th,-1.000,74.143,-24.557,0.444,-173.504,0.533,-80.567,0.621,-124.586,0.543,-74.010,0.649,-1.388,1.006,-4.974,2.615,-195.672,0.344,-109.394,0.854,-585.426,0.185,-6.217,1.696,-1.000,5.599,-4.167,1.598,-8.517,2.252,-29.604,3.178,-7.000,6.857,-2.989,1.542,-42.305,0.202,-108.853,0.880,-1.000,33.857,-40.639,0.653,-420.311,0.244,-72.179,0.000,-141.922,0.314,-36.726,3.003
B000716,Allen Boyd,Democrat,0,FL,2nd,-15.234,22.292,-3.000,22.286,-9.065,2.894,-58.391,0.177,-84.240,1.474,-14.895,5.802,-41.392,1.191,-113.596,1.239,-88.589,1.947,-125.774,0.154,-607.765,0.000,-20.998,12.643,-178.974,0.458,-274.970,0.187,-37.078,2.153,-1.000,1.621,-162.014,0.829,-894.273,0.113,-427.607,0.000,-63.787,2.530,-80.926,2.786,-26.094,2.280,-503.376,0.158,-147.167,0.811,-98.887,0.507,-20.061,3.160
B000780,John Breaux,Democrat,0,LA,7th,-6.999,0.000,-38.739,0.000,-56.592,0.000,-51.472,0.000,-51.964,0.000,-1.000,0.000,-18.230,0.000,-1.210,0.000,-46.754,0.367,-58.208,0.000,-55.019,0.108,-46.236,0.000,-59.798,0.195,-60.588,0.000,-34.786,0.000,-57.728,0.000,-52.925,0.000,-56.301,0.093,-56.171,0.000,-55.132,0.000,-57.657,0.000,-58.392,0.303,-53.666,0.117,-51.434,0.154,-55.955,0.043,-30.662,0.000
B000817,William Brewster,Democrat,0,OK,3rd,-8.999,46.714,-2.999,13.500,-273.939,0.473,-121.107,1.354,-86.740,0.971,-66.550,0.000,-75.731,1.202,-62.217,0.000,-45.722,0.181,-63.376,0.245,-54.304,1.228,-1.000,0.300,-18.499,3.259,-76.526,0.384,-8.491,3.333,-48.673,2.754,-13.905,2.059,-216.127,0.185,-18.051,0.648,-100.387,0.799,-2.841,0.143,-63.700,2.044,-470.265,0.294,-9.798,3.117,-35.276,2.029,-5.000,21.000
B000880,Jack Brooks,Democrat,0,TX,9th,-1.000,120.214,-1.000,1.356,-60.071,0.000,-152.590,0.917,-182.514,0.856,-17.103,1.041,-17.255,0.182,-2.999,4.071,-88.618,0.232,-9.493,0.340,-259.711,0.319,-1.000,0.730,-208.928,0.285,-27.043,0.426,-25.388,0.571,-45.324,0.215,-96.580,0.702,-940.134,0.021,-487.278,0.208,-67.981,0.265,-1.000,6.473,-152.760,0.109,-189.071,0.172,-2.392,0.198,-107.837,0.211,-2.999,0.642
B000897,John Browder,Democrat,0,AL,3rd,-12.999,27.643,-8.998,10.714,-15.215,1.568,-28.027,2.023,-39.792,0.733,-5.000,36.214,-65.620,2.434,-129.815,0.095,-73.780,1.628,-31.328,0.171,-419.312,0.368,-18.998,16.929,-169.942,0.000,-187.401,0.371,-4.287,4.189,-11.506,2.973,-79.724,0.629,-56.168,0.534,-61.673,0.000,-30.580,1.062,-39.267,0.570,-25.196,1.702,-199.191,0.640,-102.682,0.378,-197.059,0.504,-3.227,2.519
B000918,George Brown,Democrat,0,CA,42nd,-5.000,74.143,-43.110,4.185,-90.828,1.249,-44.963,0.616,-59.042,2.275,-1.000,5.787,-97.125,0.584,-119.519,0.489,-94.099,1.051,-142.707,0.587,-396.395,0.000,-18.468,1.590,-1.000,3.300,-399.100,0.000,-4.449,4.976,-1.000,13.714,-28.010,2.514,-7.919,0.520,-339.661,0.287,-27.702,2.885,-3.000,9.643,-97.942,1.110,-369.966,0.185,-108.836,1.093,-280.001,0.429,-27.165,2.739
B000944,Sherrod Brown,Democrat,0,OH,13th,-1.000,12.000,-4.999,10.501,-20.660,1.581,-40.928,1.754,-1.000,11.786,-26.329,1.003,-6.183,2.727,-128.928,0.741,-65.276,2.317,-194.753,0.201,-45.154,1.257,-18.447,1.804,-4.185,0.925,-431.406,0.185,-21.225,1.376,-38.680,0.520,-34.754,0.775,-223.278,0.185,-6.202,1.871,-82.592,0.176,-8.600,1.677,-130.053,0.195,-168.438,0.335,-46.585,3.029,-39.653,0.520,-1.000,58.929
B000993,Richard Bryan,Democrat,0,NV,,-1.000,50.127,-32.739,0.000,-67.053,0.000,-35.594,0.000,-141.094,0.932,-30.018,0.000,-14.224,0.000,-70.268,0.206,-130.922,0.058,-65.932,0.000,-63.990,0.000,-58.221,0.000,-63.307,0.000,-68.989,0.119,-39.176,0.655,-64.875,0.179,-47.963,0.182,-67.680,0.000,-5.000,4.500,-40.118,0.178,-67.096,0.000,-66.742,0.032,-63.521,0.116,-8.880,0.164,-65.529,0.179,-3.720,0.842
B000997,John Bryant,Democrat,0,TX,5th,-5.000,67.714,-15.705,2.849,-100.314,0.458,-49.497,2.901,-48.763,0.936,-39.724,0.796,-37.582,1.061,-156.167,0.117,-91.586,0.000,-6.683,0.908,-374.857,0.040,-1.000,3.302,-250.513,0.000,-574.549,0.000,-113.430,2.143,-9.588,2.878,-36.353,0.649,-796.788,0.000,-112.912,0.606,-11.514,1.831,-13.057,3.761,-135.766,0.359,-65.141,0.000,-23.801,0.935,-150.232,1.120,-18.304,4.339
B001057,Dale Bumpers,Democrat,0,AR,,-3.000,61.714,-1.000,10.285,-44.682,1.672,-22.437,2.254,-59.135,1.522,-1.000,24.000,-96.642,1.154,-220.321,0.339,-124.771,1.075,-122.407,0.000,-485.238,0.213,-18.422,2.876,-15.559,1.420,-768.081,0.000,-55.776,1.225,-16.723,2.823,-167.348,0.839,-44.542,0.702,-70.100,0.202,-127.254,1.022,-5.692,1.183,-42.497,0.339,-242.273,0.000,-117.904,0.506,-143.650,0.851,-12.514,0.265
B001210,Robert Byrd,Democrat,0,WV,6th,-8.999,49.071,-7.977,6.036,-31.058,0.308,-3.000,9.429,-118.397,1.466,-29.838,5.140,-10.801,1.908,-84.637,0.271,-99.858,1.477,-216.547,0.643,-75.686,0.864,-2.722,4.799,-239.291,0.000,-74.632,0.000,-1.000,15.429,-65.473,0.000,-48.445,0.616,-70.846,0.182,-350.929,0.386,-18.871,4.714,-68.097,0.185,-186.374,0.000,-108.360,0.312,-31.739,0.184,-52.213,1.354,-28.662,0.000
B001225,William Bradley,Democrat,0,NJ,,-1.000,25.696,-31.680,0.182,-42.571,0.266,-1.000,9.429,-55.063,1.899,-1.000,9.429,-5.000,10.500,-43.497,0.302,-22.722,2.193,-151.623,0.662,-70.636,0.000,-18.497,1.375,-94.623,0.525,-146.334,0.539,-30.119,3.627,-15.860,3.924,-116.135,0.862,-71.892,0.000,-201.920,0.561,-56.092,0.930,-7.045,1.023,-16.112,0.555,-183.922,0.000,-15.000,4.137,-128.401,0.710,-23.400,5.106
B001226,Peter Barca,Democrat,0,WI,1st,-4.999,39.000,-20.822,4.734,-39.023,0.270,-29.360,1.389,-26.942,1.380,-22.106,0.368,-3.000,10.288,-72.335,0.121,-10.939,0.863,-55.380,0.264,-26.733,0.637,-9.763,0.838,-101.459,0.538,-76.632,0.000,-19.405,0.198,-22.898,3.724,-67.896,1.638,-542.518,0.121,-73.621,0.000,-27.574,0.857,-40.715,5.148,-76.399,0.076,-214.787,0.105,-123.820,1.444,-121.054,1.383,-18.327,3.267
B001227,Robert Brady,Democrat,0,PA,1st,-6.999,13.500,-35.263,0.581,-243.158,0.000,-43.684,1.252,-89.877,1.242,-66.818,2.082,-39.288,3.207,-237.411,0.417,-164.730,0.289,-10.265,2.941,-49.813,0.208,-26.943,3.208,-1.000,0.599,-247.632,0.371,-1.000,10.075,-114.113,0.388,-40.790,2.533,-305.939,0.290,-176.084,0.534,-101.418,1.449,-2.999,7.714,-229.594,0.496,-504.753,0.314,-125.405,1.714,-192.019,0.331,-13.820,2.581
