id,full_name,party,gender,state,district,congressional terminology_x,congressional terminology_y,government budget_x,government budget_y,agriculture_x,agriculture_y,border enforcement_x,border enforcement_y,trade policy_x,trade policy_y,military_x,military_y,foreign policy_x,foreign policy_y,financial sector_x,financial sector_y,iraq & afghanistan wars_x,iraq & afghanistan wars_y,sports_x,sports_y,drugs war_x,drugs war_y,veteran affairs_x,veteran affairs_y,energy policy_x,energy policy_y,tobacco_x,tobacco_y,african-americans_x,african-americans_y,environment_x,environment_y,infrastructure & transportation_x,infrastructure & transportation_y,arts_x,arts_y,human rights in china_x,human rights in china_y,secondary education_x,secondary education_y,homeland security_x,homeland security_y,natural disasters_x,natural disasters_y,affordable housing_x,affordable housing_y,worker's rights_x,worker's rights_y,child welfare_x,child welfare_y,healthcare_x,healthcare_y
M001166,Jerry McNerney,Democrat,0,CA,9th,-28.940,17.786,-2.639,2.722,-8.013,4.319,-18.593,0.580,-95.421,0.216,-39.189,2.674,-72.934,1.482,-6.183,0.571,-104.067,1.136,-56.498,1.188,-186.062,0.222,-4.998,14.143,-1.000,8.357,-278.172,0.355,-51.505,4.034,-12.999,6.857,-64.499,2.133,-123.427,0.371,-286.626,0.000,-38.785,3.320,-4.999,8.145,-73.186,1.582,-45.506,1.266,-73.980,1.494,-110.500,1.352,-28.105,12.643
M001167,Harry Mitchell,Democrat,0,AZ,5th,-3.000,5.357,-58.051,2.716,-170.032,0.104,-7.476,0.722,-101.161,0.250,-51.851,2.294,-1.000,2.902,-93.413,1.120,-119.389,1.360,-7.000,4.929,-243.012,0.209,-6.999,16.286,-88.029,1.468,-585.411,0.313,-6.235,3.260,-48.828,1.858,-170.791,0.881,-91.398,0.559,-231.227,0.320,-4.999,5.571,-49.383,3.233,-158.987,1.055,-1.000,1.117,-108.490,1.478,-171.074,0.521,-14.499,8.385
M001168,Patrick Murphy,Democrat,0,PA,8th,-9.000,7.500,-42.782,3.974,-214.393,0.000,-149.315,0.671,-138.798,0.419,-34.879,3.795,-26.722,3.509,-163.767,0.992,-12.975,4.500,-79.613,1.303,-454.037,0.361,-9.000,26.357,-235.617,0.214,-489.559,0.000,-43.889,5.786,-45.600,0.431,-155.136,0.746,-577.685,0.211,-397.893,0.000,-10.745,3.654,-7.000,8.358,-115.572,1.371,-303.294,0.000,-5.115,1.798,-26.053,0.369,-4.704,8.738
M001169,Christopher Murphy,Democrat,0,CT,5th,-1.000,6.643,-10.984,9.232,-109.067,0.412,-116.191,0.984,-4.389,1.239,-33.463,2.788,-28.347,2.721,-57.439,1.521,-2.060,3.317,-29.352,0.545,-342.810,0.000,-8.951,8.151,-13.141,3.644,-915.373,0.000,-71.548,1.722,-42.404,0.692,-133.579,0.386,-436.198,0.000,-122.235,0.250,-25.675,1.313,-72.872,1.838,-196.999,0.380,-86.726,1.103,-62.131,2.666,-136.780,1.290,-1.000,39.857
M001171,Daniel Maffei,Democrat,0,NY,24th,-4.602,14.291,-12.072,5.383,-159.411,0.222,-60.009,1.882,-132.132,1.173,-6.698,2.952,-24.381,4.752,-7.000,5.786,-142.461,0.325,-2.982,3.650,-323.040,0.000,-23.038,8.369,-1.890,1.759,-571.822,0.313,-7.000,8.786,-18.063,0.852,-66.348,1.981,-342.674,0.000,-344.561,0.370,-26.809,2.335,-17.497,4.342,-150.776,0.906,-49.394,0.881,-23.271,3.362,-72.580,0.382,-16.998,16.286
M001173,Eric Massa,Democrat,0,NY,29th,-8.999,5.571,-40.625,0.720,-274.120,0.102,-43.913,0.261,-18.852,0.740,-3.000,21.000,-15.150,2.853,-59.040,0.449,-6.663,0.528,-174.659,0.422,-18.660,0.000,-4.999,17.357,-1.000,26.357,-145.566,0.000,-6.999,9.000,-153.755,0.596,-1.449,3.856,-249.831,0.359,-332.485,0.000,-82.932,0.387,-21.424,5.790,-234.971,0.440,-82.494,0.469,-59.160,0.184,-150.567,0.636,-16.791,1.888
M001174,Michael McMahon,Democrat,0,NY,13th,-13.000,9.000,-6.408,0.408,-36.289,0.192,-182.956,0.429,-8.872,3.899,-28.557,3.708,-1.000,21.429,-49.244,2.268,-93.229,0.856,-89.586,0.922,-553.846,0.000,-9.000,18.214,-18.871,3.048,-267.940,0.000,-6.269,4.220,-72.982,0.170,-18.405,1.757,-442.199,0.000,-16.473,1.837,-17.624,1.430,-38.773,2.126,-2.999,4.074,-524.530,0.187,-14.493,1.340,-231.687,0.602,-2.725,4.014
M001175,Walter Minnick,Democrat,0,ID,1st,-10.999,15.429,-10.432,1.901,-133.917,0.707,-49.471,0.000,-3.521,0.264,-41.642,0.734,-54.532,0.207,-1.000,6.643,-93.381,0.094,-16.438,3.505,-147.945,0.426,-2.999,29.571,-6.191,0.880,-197.083,0.190,-52.886,4.189,-1.000,8.357,-22.052,0.519,-480.317,0.000,-3.000,4.929,-3.000,7.071,-75.506,0.000,-24.554,1.337,-76.084,0.774,-136.575,0.584,-119.469,0.844,-10.561,1.730
M001178,Scott Murphy,Democrat,0,NY,20th,-12.979,23.358,-17.888,1.587,-252.210,0.126,-4.534,0.239,-47.925,0.000,-6.169,1.680,-54.979,0.000,-3.000,8.571,-43.721,0.179,-1.000,2.858,-308.028,0.313,-1.000,33.214,-1.978,3.113,-593.350,0.365,-17.190,1.009,-18.963,0.068,-26.275,1.634,-103.422,0.000,-203.008,0.208,-125.268,0.996,-8.968,3.768,-166.111,1.088,-165.364,0.791,-24.025,0.723,-160.583,0.800,-7.000,17.357
M001185,Sean Maloney,Democrat,0,NY,18th,-10.552,12.848,-12.287,1.819,-26.960,1.058,-65.362,1.919,-1.000,2.411,-62.380,1.512,-17.700,4.523,-183.951,0.613,-201.009,0.428,-20.297,0.372,-194.167,0.614,-18.999,14.143,-26.555,0.800,-796.832,0.185,-30.221,4.793,-67.865,2.222,-49.896,2.084,-419.917,0.356,-9.502,1.415,-42.126,0.180,-2.999,7.286,-16.741,3.026,-140.828,0.671,-50.479,2.444,-22.115,1.119,-30.090,7.500
M001191,Patrick Murphy,Democrat,0,FL,18th,-20.998,16.286,-35.264,3.947,-44.617,1.457,-69.637,0.000,-23.519,1.340,-10.202,2.961,-33.537,3.274,-11.000,4.071,-139.101,0.077,-15.126,2.368,-353.366,0.000,-10.999,19.929,-30.901,0.000,-325.131,0.356,-59.769,1.248,-14.999,5.786,-10.653,1.967,-498.522,0.325,-95.519,0.816,-33.559,1.620,-46.445,1.619,-1.000,2.850,-211.322,0.534,-88.803,1.231,-104.369,0.000,-14.999,18.214
M001196,Seth Moulton,Democrat,0,MA,6th,-8.435,19.525,-43.099,3.369,-180.412,0.536,-83.546,0.149,-131.869,0.730,-10.999,14.786,-3.000,9.645,-5.067,3.043,-69.790,1.607,-100.611,0.367,-386.673,0.185,-5.000,24.643,-118.178,0.416,-144.335,0.168,-18.361,0.390,-138.729,0.406,-26.659,2.173,-422.127,0.000,-437.905,0.195,-66.872,1.978,-1.000,12.857,-89.409,1.165,-135.459,0.958,-84.805,1.222,-81.231,0.000,-2.928,8.181
M001200,A. McEachin,Democrat,0,VA,4th,-10.998,27.000,-9.130,1.554,-233.429,0.106,-72.897,1.686,-25.392,0.000,-27.079,0.236,-33.163,2.485,-58.386,0.874,-142.183,0.753,-61.376,0.228,-276.846,0.176,-2.723,3.196,-60.335,2.062,-355.472,0.000,-7.000,13.286,-7.000,10.286,-87.069,0.000,-167.730,0.371,-88.930,0.246,-49.124,0.370,-16.661,0.778,-235.392,0.650,-19.606,1.267,-19.696,2.931,-31.139,1.294,-10.999,14.143
N000002,Jerrold Nadler,Democrat,0,NY,10th,-9.000,37.071,-1.000,5.423,-136.997,0.434,-60.874,2.462,-27.180,1.164,-32.213,2.956,-22.085,5.877,-49.598,2.044,-151.541,1.075,-19.689,0.679,-424.358,0.185,-23.758,2.739,-156.538,0.217,-880.868,0.185,-23.834,1.837,-127.543,0.888,-22.497,2.234,-4.219,1.162,-37.115,1.172,-9.602,1.455,-15.520,5.751,-87.900,1.306,-13.332,2.640,-78.981,1.681,-133.312,1.290,-22.806,13.286
N000009,William Natcher,Democrat,0,KY,2nd,-7.000,67.714,-13.841,0.000,-6.975,4.136,-38.896,0.000,-3.690,0.000,-29.811,3.310,-10.136,0.000,-4.161,0.184,-128.437,0.422,-1.000,7.714,-29.030,0.182,-27.264,2.956,-43.316,0.000,-143.107,0.000,-27.681,0.556,-52.593,2.272,-50.345,1.663,-99.421,0.000,-146.991,0.000,-33.859,4.071,-12.922,1.166,-1.000,4.079,-16.068,2.001,-9.132,0.000,-79.166,0.000,-6.468,0.000
N000015,Richard Neal,Democrat,0,MA,1st,-25.005,35.571,-1.000,12.214,-93.223,0.343,-167.830,0.868,-2.798,2.533,-42.734,0.379,-38.857,1.692,-12.217,2.066,-180.657,1.177,-8.252,2.948,-335.801,0.282,-23.034,4.663,-99.821,0.414,-21.837,0.747,-1.000,6.464,-24.523,0.323,-125.287,0.804,-528.180,0.000,-88.822,0.719,-10.457,2.353,-57.358,1.281,-169.962,0.464,-6.298,1.409,-43.327,2.522,-1.000,1.949,-2.998,12.215
N000016,Stephen Neal,Democrat,0,NC,5th,-1.000,60.214,-8.147,0.523,-99.623,0.000,-15.877,3.546,-17.739,0.000,-12.858,0.000,-32.939,0.500,-1.000,28.929,-156.014,0.261,-184.011,0.032,-35.797,0.454,-33.068,0.185,-44.812,0.126,-142.055,0.181,-40.335,0.000,-6.577,0.373,-13.719,1.485,-49.231,0.533,-108.493,0.000,-35.120,0.000,-17.462,5.802,-114.265,0.089,-37.039,1.054,-10.795,0.080,-77.158,0.000,-11.857,0.063
N000127,Richard Nolan,Democrat,0,MN,8th,-2.969,21.398,-29.302,5.775,-132.353,1.083,-122.743,1.477,-5.480,3.474,-1.000,3.634,-28.419,4.117,-64.056,0.645,-94.780,1.622,-68.602,1.160,-166.780,0.426,-1.000,6.878,-153.084,0.433,-55.433,0.642,-1.000,3.383,-13.044,2.654,-6.998,4.092,-468.716,0.000,-306.072,0.000,-1.481,2.744,-38.043,3.076,-274.713,0.473,-322.246,0.355,-11.076,4.500,-166.203,0.575,-2.903,8.618
N000171,Samuel Nunn,Democrat,0,GA,,-5.000,83.143,-1.000,7.500,-88.140,0.517,-110.512,0.197,-96.129,1.862,-1.000,41.786,-17.388,6.908,-88.799,0.846,-4.999,4.503,-67.410,0.209,-319.024,0.370,-16.663,2.774,-223.292,0.371,-140.993,0.000,-2.667,0.546,-143.954,0.365,-71.282,1.410,-98.022,0.152,-220.743,0.000,-52.120,0.556,-30.872,0.196,-12.802,3.102,-277.507,0.189,-54.143,0.000,-123.537,0.000,-7.338,1.509
N000183,Glenn Nye,Democrat,0,VA,2nd,-4.998,17.357,-45.381,1.318,-135.150,0.093,-62.343,0.000,-4.679,0.808,-9.000,14.357,-5.000,8.357,-4.999,4.929,-95.169,0.000,-30.293,0.000,-30.863,0.087,-1.000,34.714,-15.375,0.849,-136.992,0.000,-7.854,1.822,-4.559,0.375,-98.877,0.423,-530.482,0.000,-71.862,0.101,-51.124,0.000,-6.998,7.501,-37.448,2.213,-4.852,2.625,-67.989,1.867,-129.521,0.102,-30.787,2.980
N000188,Donald Norcross,Democrat,0,NJ,1st,-6.641,12.827,-17.211,0.604,-375.714,0.214,-146.043,0.425,-156.327,0.142,-72.020,1.692,-3.403,1.006,-124.673,0.000,-31.714,0.177,-7.733,1.091,-215.089,0.642,-7.000,23.357,-73.389,1.915,-292.098,0.000,-1.000,5.189,-1.000,1.136,-89.688,1.543,-682.583,0.185,-99.020,0.608,-56.922,3.220,-60.113,1.475,-132.271,0.449,-252.921,0.108,-1.000,7.071,-166.644,0.338,-21.696,3.037
O000006,James Oberstar,Democrat,0,MN,8th,-1.000,40.714,-19.092,2.313,-12.186,0.957,-111.715,1.120,-49.166,1.521,-29.623,7.500,-36.108,1.207,-47.795,0.920,-50.517,0.751,-109.504,0.637,-72.463,0.414,-11.427,2.662,-71.598,1.820,-129.866,0.213,-33.331,3.496,-27.615,4.065,-1.000,13.714,-183.534,0.371,-533.521,0.000,-41.099,0.736,-5.000,11.786,-12.624,2.705,-315.639,0.340,-33.866,1.004,-47.659,0.306,-28.867,3.040
O000007,David Obey,Democrat,0,WI,7th,-5.000,91.286,-10.999,12.857,-1.000,1.450,-100.041,1.457,-84.872,1.048,-10.898,6.008,-14.211,2.664,-218.321,0.342,-16.067,2.847,-34.419,0.349,-385.670,0.371,-1.000,1.373,-50.110,0.771,-605.196,0.044,-13.452,0.855,-146.954,0.845,-133.039,0.593,-421.127,0.185,-358.169,0.185,-44.950,2.226,-28.796,2.194,-177.278,0.640,-251.167,0.644,-112.781,1.164,-100.566,0.626,-11.382,4.337
O000085,John Olver,Democrat,0,MA,1st,-9.000,57.643,-4.999,9.215,-118.651,1.024,-16.209,0.851,-21.243,1.861,-17.365,2.566,-7.921,6.447,-134.360,0.926,-19.586,1.926,-39.501,0.920,-306.048,0.283,-6.215,3.200,-5.031,3.295,-903.373,0.000,-14.467,2.693,-6.639,2.364,-5.000,5.786,-505.037,0.371,-177.818,0.427,-17.717,1.802,-57.077,2.050,-99.714,1.211,-1.000,4.288,-24.464,2.783,-49.693,1.614,-12.567,8.329
O000107,Solomon Ortiz,Democrat,0,TX,27th,-1.000,10.071,-8.864,1.767,-84.808,0.757,-64.980,2.129,-34.460,2.983,-5.000,18.214,-38.754,3.555,-245.404,0.428,-124.502,1.505,-6.995,4.078,-145.866,0.674,-1.000,17.786,-79.120,0.736,-506.994,0.000,-22.759,5.550,-32.291,2.489,-56.985,1.135,-17.251,0.212,-28.481,1.066,-68.625,3.214,-12.925,3.022,-56.643,1.056,-159.978,0.717,-117.450,1.186,-126.513,1.248,-21.724,6.963
O000108,William Orton,Democrat,0,UT,3rd,-7.000,57.643,-3.000,24.000,-86.988,1.067,-59.436,0.537,-102.293,0.000,-20.104,0.363,-35.860,0.202,-18.372,3.644,-51.758,2.459,-66.432,0.396,-34.494,0.092,-49.232,0.857,-26.233,0.195,-548.925,0.366,-17.210,2.207,-97.981,1.603,-62.729,1.556,-369.903,0.159,-249.862,0.000,-97.296,1.074,-14.839,4.142,-84.441,0.392,-2.974,3.476,-60.166,0.371,-19.456,2.265,-30.394,4.893
O000159,Major Owens,Democrat,0,NY,11th,-8.996,10.714,-6.999,13.714,-127.255,1.007,-7.397,4.286,-12.772,1.654,-40.677,3.910,-35.553,5.786,-73.162,1.488,-166.543,0.380,-85.539,0.182,-175.812,0.440,-23.769,2.953,-121.597,0.460,-281.395,0.185,-3.000,11.786,-61.518,0.417,-161.794,1.043,-729.872,0.000,-462.786,0.355,-5.000,9.643,-58.205,3.006,-8.221,0.708,-125.525,0.801,-8.998,6.000,-4.166,2.915,-2.727,4.444
O000169,William Owens,Democrat,0,NY,21st,-2.963,12.612,-9.709,1.279,-4.212,0.780,-104.797,0.058,-2.361,1.547,-26.108,2.675,-63.225,1.727,-67.521,1.709,-96.346,0.696,-13.000,4.714,-2.912,1.427,-1.000,27.643,-12.827,1.104,-114.245,0.530,-7.037,6.024,-138.162,0.831,-40.759,1.684,-728.070,0.093,-444.884,0.000,-58.942,2.260,-8.999,8.143,-82.657,1.928,-63.522,0.363,-106.518,1.442,-111.409,0.000,-8.178,12.608
O000170,Beto O’Rourke,Democrat,0,TX,16th,-1.000,6.000,-23.975,2.050,-116.993,0.062,-8.998,5.786,-6.999,4.714,-8.583,4.081,-82.416,1.564,-24.236,0.181,-152.833,0.521,-25.616,1.305,-352.366,0.185,-5.000,24.000,-209.262,0.074,-318.332,0.000,-11.360,3.537,-1.000,4.503,-110.427,0.261,-804.776,0.012,-391.167,0.297,-72.780,2.417,-4.904,6.397,-13.525,2.897,-120.696,0.418,-24.289,1.918,-230.037,0.481,-25.374,2.223
O000171,Tom O’Halleran,Democrat,0,AZ,1st,-29.262,19.071,-4.656,0.291,-171.780,0.856,-87.803,0.626,-24.526,0.246,-40.473,0.326,-25.127,0.253,-74.323,0.853,-90.359,0.647,-67.631,1.348,-42.480,0.000,-2.988,10.060,-60.325,1.650,-528.322,0.000,-28.454,0.754,-2.453,2.799,-18.729,4.048,-95.494,0.176,-541.521,0.000,-49.728,2.800,-20.678,4.931,-121.130,0.000,-3.000,5.143,-15.837,3.320,-1.000,7.714,-4.998,15.429
P000034,Frank Pallone,Democrat,0,NJ,6th,-31.262,19.071,-16.972,9.642,-202.941,0.557,-128.282,0.961,-34.869,2.237,-27.358,1.859,-3.000,11.571,-3.234,0.380,-90.792,1.588,-23.338,0.555,-273.135,0.303,-9.710,1.483,-58.384,1.701,-558.022,0.370,-64.690,1.472,-90.121,1.447,-196.509,0.673,-902.148,0.000,-80.118,0.745,-89.279,1.551,-31.692,1.979,-12.172,0.635,-124.102,0.462,-162.237,1.182,-42.779,1.412,-5.000,47.786
P000096,Bill Pascrell,Democrat,0,NJ,9th,-25.155,14.357,-30.790,4.745,-22.370,0.227,-62.423,1.618,-35.961,2.056,-73.893,2.088,-2.031,3.084,-20.166,1.308,-41.607,1.155,-6.024,2.213,-79.280,0.663,-12.757,6.184,-136.963,0.956,-289.822,0.214,-19.383,5.624,-158.821,0.935,-12.002,2.123,-440.196,0.371,-26.718,0.745,-71.093,1.975,-10.995,3.765,-33.524,1.449,-79.444,0.746,-35.734,2.040,-23.108,0.931,-20.531,12.857
P000099,Ed Pastor,Democrat,0,AZ,7th,-6.538,28.326,-30.047,2.866,-60.139,0.418,-14.038,1.170,-109.304,1.015,-14.361,5.109,-42.262,1.614,-11.251,0.372,-91.007,1.213,-27.398,2.688,-35.635,0.671,-16.658,2.345,-40.621,1.606,-779.273,0.185,-26.278,4.720,-1.399,3.880,-30.279,2.633,-981.860,0.185,-76.889,0.244,-6.999,5.786,-11.944,3.209,-74.185,0.608,-74.580,1.123,-18.988,1.948,-42.552,1.800,-8.738,6.443
P000149,Donald Payne,Democrat,0,NJ,10th,-5.000,8.143,-44.366,1.719,-213.070,0.376,-20.385,1.540,-1.000,10.286,-34.437,0.795,-12.999,9.429,-190.378,0.102,-59.076,1.379,-57.624,1.739,-202.956,0.322,-18.239,5.100,-131.909,0.587,-356.650,0.195,-1.000,10.289,-58.315,0.873,-11.503,0.388,-131.501,0.263,-21.732,2.370,-17.667,3.893,-14.318,1.010,-47.831,1.154,-148.054,0.532,-80.327,2.143,-2.615,2.034,-29.859,9.429
P000152,Lewis Payne,Democrat,0,VA,5th,-21.005,35.571,-1.000,26.357,-24.432,2.208,-61.357,0.475,-11.187,3.476,-35.015,0.183,-3.271,0.206,-36.424,2.420,-101.676,1.871,-129.001,0.204,-117.179,0.366,-18.713,0.304,-182.654,0.635,-1.000,2.143,-69.748,1.291,-142.157,0.459,-158.578,0.788,-538.873,0.000,-62.297,1.208,-28.563,1.433,-52.178,1.465,-47.909,0.510,-387.901,0.186,-188.187,0.645,-3.000,4.714,-8.997,11.785
P000193,Claiborne Pell,Democrat,0,RI,,-24.398,51.214,-4.698,0.077,-147.164,0.000,-23.406,2.617,-1.000,7.714,-10.999,15.857,-3.000,19.071,-165.935,0.683,-10.987,4.523,-107.611,0.952,-44.484,0.000,-9.724,1.268,-83.930,0.043,-154.570,0.185,-21.406,0.201,-32.077,2.263,-137.774,0.846,-20.721,0.426,-1.000,3.643,-1.000,6.643,-21.500,6.224,-33.326,0.194,-87.796,0.000,-64.160,0.000,-64.431,0.000,-2.961,1.255
P000215,Timothy Penny,Democrat,0,MN,1st,-7.000,72.429,-3.000,23.357,-20.966,2.224,-123.741,0.164,-118.020,1.037,-41.403,1.870,-67.561,2.382,-25.231,1.489,-109.821,1.568,-123.989,0.251,-51.600,0.111,-13.384,0.198,-80.514,0.396,-576.643,0.347,-11.276,1.764,-29.714,1.750,-94.926,1.551,-609.397,0.000,-24.933,0.210,-45.106,0.739,-17.604,0.181,-52.871,1.913,-168.241,0.115,-131.544,0.408,-11.014,0.193,-12.998,11.786
P000258,Collin Peterson,Democrat,0,MN,7th,-14.999,54.857,-20.840,3.435,-1.000,14.786,-118.666,0.196,-100.041,1.866,-39.245,1.579,-23.279,0.171,-16.999,4.286,-88.399,0.603,-172.996,0.749,-581.323,0.178,-2.739,2.123,-38.242,2.426,-288.248,0.081,-95.695,2.220,-26.750,2.244,-28.014,1.056,-991.457,0.000,-436.535,0.351,-37.099,0.363,-42.055,2.664,-42.177,1.842,-12.677,1.481,-50.615,0.615,-80.248,0.168,-21.689,2.820
P000259,Douglas Peterson,Democrat,0,FL,2nd,-7.970,30.822,-25.827,1.670,-145.340,0.574,-1.000,10.286,-29.308,0.370,-1.000,14.357,-48.184,4.071,-127.885,0.421,-142.659,1.378,-33.752,1.673,-254.151,0.185,-6.999,21.000,-178.317,0.000,-388.262,0.165,-6.694,6.236,-60.402,1.404,-51.818,1.310,-366.568,0.371,-1.000,12.214,-1.000,0.363,-5.000,9.860,-47.526,2.012,-276.585,0.000,-82.399,0.000,-195.459,0.375,-4.445,5.196
P000326,Owen Pickett,Democrat,0,VA,2nd,-12.467,21.425,-50.739,0.000,-131.549,0.194,-65.750,0.151,-47.062,1.894,-1.000,52.500,-8.999,7.505,-32.309,0.559,-133.415,0.784,-130.297,0.998,-53.302,0.000,-2.987,10.702,-280.451,0.000,-813.497,0.185,-4.999,9.430,-27.265,2.670,-98.277,1.631,-179.533,0.371,-237.918,0.570,-17.481,0.686,-10.975,1.121,-38.855,0.751,-108.880,0.977,-67.167,0.183,-255.082,0.401,-1.000,3.477
P000328,James Pickle,Democrat,0,TX,10th,-14.999,27.643,-20.541,5.138,-212.688,0.110,-8.820,3.694,-23.922,3.272,-70.847,2.269,-45.806,0.755,-27.236,1.490,-77.630,0.000,-64.653,1.542,-91.125,0.758,-5.544,6.424,-263.505,0.185,-108.780,0.319,-5.000,10.286,-49.756,1.050,-16.986,4.715,-17.248,0.855,-112.083,0.000,-61.124,0.000,-1.000,13.286,-112.505,0.000,-111.995,0.000,-106.775,0.440,-59.121,0.160,-13.130,3.158
P000422,Earl Pomeroy,Democrat,0,ND,,-26.443,33.214,-10.999,13.714,-5.000,6.214,-1.000,1.331,-8.310,2.716,-48.176,2.389,-55.347,1.345,-24.200,2.489,-72.876,1.437,-12.594,0.517,-594.380,0.000,-13.862,3.868,-35.907,1.341,-35.969,0.428,-1.003,2.154,-57.788,2.332,-119.725,1.527,-307.940,0.290,-204.908,0.275,-112.048,1.724,-13.865,2.463,-17.239,2.426,-263.070,0.568,-51.257,2.642,-34.285,2.216,-1.000,11.571
P000452,Glenn Poshard,Democrat,0,IL,19th,-10.999,12.000,-16.626,8.996,-10.033,1.929,-72.347,1.903,-77.405,1.360,-50.322,0.649,-81.580,1.060,-51.833,0.546,-124.835,0.609,-1.032,4.286,-576.259,0.044,-26.878,4.511,-32.769,1.800,-293.102,0.185,-31.890,5.792,-79.648,1.646,-37.307,1.719,-203.883,0.362,-23.234,0.534,-41.505,2.747,-61.002,1.667,-197.367,0.807,-404.499,0.124,-12.597,3.068,-12.463,2.077,-7.221,6.033
P000523,David Price,Democrat,0,NC,4th,-6.999,46.714,-12.991,8.357,-6.816,0.666,-134.996,1.243,-28.361,2.158,-6.865,7.984,-11.139,7.072,-1.000,0.592,-2.258,2.969,-58.671,1.923,-199.489,0.319,-6.220,1.481,-80.751,0.611,-832.041,0.091,-105.132,2.786,-1.000,1.835,-52.826,2.375,-68.795,0.550,-102.087,0.884,-12.877,4.725,-8.999,7.286,-8.729,2.216,-8.052,1.304,-168.332,0.735,-228.714,0.122,-22.125,8.789
P000556,David Pryor,Democrat,0,AR,4th,-10.999,54.857,-19.941,2.876,-11.832,0.310,-20.675,1.294,-7.854,3.151,-1.000,60.214,-45.367,0.544,-93.960,0.347,-9.028,4.071,-13.400,0.000,-58.614,0.075,-17.031,0.000,-1.000,0.246,-124.668,0.106,-44.336,0.000,-29.929,0.000,-189.833,0.915,-87.902,0.000,-143.324,0.118,-64.720,2.719,-56.507,3.643,-103.650,0.090,-135.025,0.088,-34.009,0.000,-2.302,1.020,-10.999,18.214
P000584,David Phelps,Democrat,0,IL,19th,-8.999,9.000,-1.000,17.357,-3.000,6.429,-44.545,0.826,-1.000,3.610,-15.430,1.163,-93.424,0.407,-207.641,0.361,-38.576,2.109,-58.749,2.296,-286.786,0.000,-23.769,2.524,-92.900,0.635,-72.962,0.580,-18.904,2.951,-105.113,0.394,-10.136,0.227,-85.901,0.001,-81.928,0.653,-45.723,3.644,-42.862,0.763,-162.761,0.853,-232.136,0.677,-22.713,2.680,-48.281,1.462,-16.128,8.781
P000593,Ed Perlmutter,Democrat,0,CO,7th,-14.999,9.857,-64.157,2.360,-229.964,0.320,-106.933,0.873,-7.083,0.287,-38.216,0.937,-68.991,0.416,-30.374,3.643,-120.346,0.656,-83.614,1.297,-54.912,0.350,-22.782,4.061,-28.275,2.102,-21.844,0.318,-57.313,3.224,-46.315,1.078,-14.952,1.076,-154.061,0.368,-30.147,0.313,-91.504,1.836,-18.051,3.195,-199.183,0.896,-147.955,0.750,-173.879,0.592,-181.234,0.542,-47.032,5.143
P000595,Gary Peters,Democrat,0,MI,14th,-3.000,8.786,-41.488,3.044,-46.312,0.662,-63.726,0.202,-19.862,1.514,-41.114,1.658,-7.537,4.953,-31.192,2.281,-9.738,0.688,-98.632,1.499,-21.988,0.246,-1.000,2.659,-53.386,2.236,-25.313,0.318,-4.999,7.930,-145.319,0.722,-8.996,1.222,-835.321,0.025,-19.866,1.187,-16.561,4.087,-59.078,2.043,-56.667,0.627,-100.104,0.718,-40.906,2.864,-272.001,0.431,-14.714,6.427
P000596,Pedro Pierluisi,Democrat,0,PR,,-4.573,28.995,-54.600,2.318,-138.772,0.828,-18.142,0.793,-45.892,0.371,-1.329,3.845,-38.633,0.704,-75.787,1.994,-185.612,0.560,-13.111,2.374,-9.111,1.416,-6.934,7.718,-146.147,0.641,-587.183,0.214,-63.761,1.276,-50.801,2.176,-205.071,1.071,-897.670,0.112,-234.693,0.320,-14.338,2.747,-20.377,5.571,-114.401,0.305,-397.719,0.240,-190.187,0.642,-270.003,0.420,-12.206,9.190
P000598,Jared Polis,Democrat,0,CO,2nd,-24.063,34.714,-6.663,7.331,-67.639,0.837,-52.304,1.346,-61.818,0.755,-30.161,4.106,-98.642,1.154,-19.389,2.985,-145.914,0.349,-21.336,0.557,-520.329,0.324,-25.659,1.145,-5.987,3.101,-560.526,0.337,-42.285,0.929,-13.810,3.556,-99.159,1.199,-54.440,0.426,-396.000,0.353,-11.000,5.571,-3.000,8.358,-181.688,0.622,-115.341,0.686,-17.674,3.233,-1.000,1.689,-8.997,16.285
P000600,Thomas Perriello,Democrat,0,VA,5th,-10.999,5.571,-21.973,2.049,-41.123,1.666,-6.972,0.509,-75.192,1.651,-6.912,0.741,-76.473,1.568,-20.999,4.286,-75.267,0.323,-29.952,2.056,-509.806,0.000,-19.266,5.344,-18.994,4.714,-375.614,0.000,-11.795,4.953,-24.747,0.537,-36.966,3.056,-597.686,0.185,-241.387,0.356,-8.745,3.642,-7.247,0.454,-185.156,0.622,-132.539,0.873,-1.000,5.580,-259.043,0.440,-24.998,11.571
P000604,Donald Payne,Democrat,0,NJ,10th,-1.000,4.929,-22.652,4.150,-152.463,0.647,-77.557,1.941,-8.998,4.500,-27.602,2.075,-41.382,4.286,-185.505,0.238,-91.229,0.840,-50.827,1.690,-508.806,0.185,-7.952,3.306,-170.122,0.448,-907.373,0.000,-43.565,4.713,-153.795,0.363,-24.810,2.255,-144.936,0.365,-50.681,0.788,-24.571,4.118,-3.000,9.215,-1.015,2.420,-370.965,0.371,-5.000,6.857,-29.025,2.022,-5.000,19.929
