id,full_name,party,gender,state,congressional terminology_x,congressional terminology_y,government budget_x,government budget_y,agriculture_x,agriculture_y,border enforcement_x,border enforcement_y,trade policy_x,trade policy_y,military_x,military_y,foreign policy_x,foreign policy_y,financial sector_x,financial sector_y,iraq & afghanistan wars_x,iraq & afghanistan wars_y,sports_x,sports_y,drugs war_x,drugs war_y,veteran affairs_x,veteran affairs_y,energy policy_x,energy policy_y,tobacco_x,tobacco_y,african-americans_x,african-americans_y,environment_x,environment_y,infrastructure & transportation_x,infrastructure & transportation_y,arts_x,arts_y,human rights in china_x,human rights in china_y,secondary education_x,secondary education_y,homeland security_x,homeland security_y,natural disasters_x,natural disasters_y,affordable housing_x,affordable housing_y,worker's rights_x,worker's rights_y,child welfare_x,child welfare_y,healthcare_x,healthcare_y
J000292,Bill Johnson,Republican,0,OH,-17.887,30.857,-24.636,5.144,-7.629,0.474,-135.937,1.290,-135.986,0.864,-65.912,1.798,-43.824,2.951,-50.129,1.033,-2.939,2.782,-166.082,0.856,-90.487,0.416,-17.903,5.807,-1.000,14.143,-634.009,0.185,-13.315,2.893,-22.990,1.776,-141.645,1.141,-716.676,0.000,-22.208,0.367,-76.760,0.194,-39.486,2.857,-91.481,0.483,-184.451,0.000,-17.602,2.281,-149.390,0.000,-4.680,9.591
J000295,David Joyce,Republican,0,OH,-18.999,14.786,-17.357,2.089,-106.370,0.744,-58.363,0.552,-69.291,1.584,-4.556,3.912,-81.475,0.690,-69.174,0.360,-78.185,0.451,-88.840,0.745,-16.431,0.738,-9.706,3.308,-100.703,0.236,-78.068,0.108,-12.054,1.329,-3.000,6.643,-98.261,0.624,-531.450,0.357,-29.411,0.000,-3.000,8.143,-1.000,14.786,-37.225,1.467,-128.680,0.666,-12.941,0.918,-127.589,0.232,-3.000,17.357
J000296,David Jolly,Republican,0,FL,-10.804,12.648,-18.434,2.721,-40.184,1.162,-48.113,0.685,-88.400,0.174,-27.629,6.857,-8.037,3.334,-23.869,0.752,-6.995,4.500,-73.419,1.293,-165.831,0.514,-1.000,16.286,-185.319,0.363,-406.085,0.145,-55.311,1.645,-67.810,1.854,-128.104,0.420,-388.844,0.185,-285.100,0.371,-58.085,2.319,-36.379,2.674,-162.548,1.067,-14.765,0.960,-176.988,0.579,-33.057,0.747,-14.690,5.752
J000297,Evan Jenkins,Republican,0,WV,-14.412,21.859,-10.785,1.204,-10.611,0.199,-98.843,0.201,-98.320,0.000,-67.512,1.670,-72.890,0.578,-26.971,1.214,-38.517,1.734,-109.385,1.233,-1.000,2.789,-10.999,13.286,-3.000,6.214,-71.148,0.320,-20.780,4.291,-93.797,0.919,-149.243,0.445,-498.318,0.371,-27.663,0.103,-10.861,1.334,-52.149,1.474,-10.281,2.174,-184.249,0.645,-5.000,6.000,-200.923,0.272,-1.000,15.429
J000299,Mike Johnson,Republican,0,LA,-29.389,29.571,-27.230,3.125,-77.357,0.062,-57.949,2.064,-16.856,0.207,-1.000,3.011,-38.520,1.137,-154.230,0.421,-54.745,0.000,-120.982,0.413,-249.875,0.000,-17.306,7.057,-95.379,0.196,-509.840,0.000,-26.798,6.857,-7.991,0.490,-38.231,0.185,-73.943,0.210,-326.497,0.000,-104.926,1.129,-48.633,3.013,-54.506,2.074,-132.302,0.000,-25.862,3.655,-30.723,2.343,-32.766,6.203
K000016,John Kasich,Republican,0,OH,-20.502,21.428,-3.000,24.643,-87.426,0.338,-43.353,0.568,-1.540,1.272,-13.981,4.917,-39.609,3.501,-68.757,1.301,-100.338,1.713,-201.179,0.137,-407.553,0.000,-2.739,0.523,-196.949,0.129,-737.078,0.150,-38.884,2.009,-102.991,0.229,-113.774,0.277,-578.645,0.231,-400.945,0.000,-40.343,0.547,-74.459,0.802,-191.994,0.282,-435.491,0.120,-25.564,2.729,-37.767,1.964,-33.058,3.206
K000088,Dirk Kempthorne,Republican,0,ID,-22.530,12.857,-18.276,3.446,-2.464,0.585,-34.424,3.640,-19.551,3.012,-10.998,9.000,-5.000,8.790,-29.716,0.297,-1.000,6.857,-81.991,0.000,-290.481,0.185,-39.395,0.815,-101.019,1.143,-94.160,0.000,-20.245,1.017,-28.473,1.279,-22.541,4.072,-75.800,0.000,-25.966,0.000,-74.082,0.039,-30.502,0.299,-59.921,0.000,-130.632,0.117,-21.410,0.111,-174.175,0.458,-40.825,0.000
K000181,Jay Kim,Republican,0,CA,-8.999,20.357,-13.000,12.857,-86.807,0.762,-69.351,1.115,-3.000,7.929,-37.027,3.882,-23.417,3.540,-143.468,0.982,-33.103,2.011,-64.410,0.762,-35.970,0.208,-8.810,5.547,-91.591,0.782,-15.092,0.863,-17.763,1.760,-71.759,1.750,-8.770,3.000,-376.689,0.323,-4.862,2.282,-69.473,1.466,-25.039,2.078,-215.924,0.429,-1.000,0.510,-80.558,1.880,-9.191,1.525,-4.621,12.575
K000210,Peter King,Republican,0,NY,-14.989,23.357,-10.253,0.195,-215.708,0.000,-9.753,3.398,-66.035,1.833,-6.723,5.550,-1.000,11.786,-174.953,0.325,-35.033,2.414,-53.045,1.314,-220.325,0.514,-12.998,12.643,-286.700,0.000,-842.304,0.000,-57.027,1.756,-20.038,0.884,-46.377,2.792,-668.202,0.000,-5.293,2.890,-56.912,0.895,-3.000,12.857,-44.082,1.645,-149.996,0.230,-93.934,0.366,-38.557,0.567,-2.724,4.656
K000220,Jack Kingston,Republican,0,GA,-30.932,17.786,-5.000,15.429,-7.852,2.234,-22.615,3.751,-68.700,0.940,-18.653,5.571,-38.129,3.154,-110.226,1.160,-14.608,1.302,-82.236,1.468,-174.933,0.562,-13.157,8.580,-2.601,1.435,-137.384,0.304,-32.845,3.170,-16.553,0.859,-104.772,0.957,-508.566,0.185,-410.201,0.331,-3.872,2.291,-61.959,1.696,-301.946,0.409,-496.605,0.316,-30.333,2.727,-54.692,1.787,-29.942,8.571
K000274,Scott Klug,Republican,0,WI,-8.999,54.857,-10.393,7.323,-9.173,2.827,-15.982,2.159,-108.878,1.177,-4.802,6.245,-41.375,1.853,-26.167,2.927,-64.318,0.774,-175.038,0.711,-32.044,1.496,-9.694,2.022,-2.999,4.293,-574.646,0.350,-28.048,0.967,-32.757,3.643,-170.233,1.199,-324.849,0.000,-189.286,0.320,-84.040,1.225,-7.000,11.571,-68.348,0.369,-305.714,0.339,-47.752,0.182,-1.978,0.962,-18.998,12.214
K000288,Joseph Knollenberg,Republican,0,MI,-4.999,54.857,-15.168,5.648,-131.669,0.317,-73.386,0.372,-2.999,5.153,-5.701,6.657,-1.000,6.642,-103.221,1.114,-11.674,1.735,-4.492,0.977,-265.865,0.185,-2.534,4.615,-4.991,3.863,-450.805,0.200,-8.823,1.870,-62.360,2.113,-44.551,2.594,-979.825,0.000,-34.640,0.629,-6.485,1.787,-29.515,2.920,-49.792,0.366,-17.888,2.351,-11.504,2.748,-153.175,0.841,-18.234,6.851
K000306,James Kolbe,Republican,0,AZ,-1.000,75.857,-2.726,5.722,-19.282,0.743,-167.115,1.093,-5.000,11.143,-18.646,7.929,-12.201,4.115,-122.113,1.353,-77.638,1.654,-18.286,0.093,-14.484,1.916,-40.356,1.929,-122.447,0.765,-48.843,0.212,-24.811,1.607,-5.573,2.115,-65.361,0.880,-350.754,0.185,-16.612,1.556,-97.963,0.935,-18.157,2.363,-160.631,0.651,-203.123,0.329,-112.428,0.883,-40.397,0.649,-27.254,4.252
K000352,Jon Kyl,Republican,0,AZ,-1.000,56.143,-1.000,17.357,-9.373,0.367,-14.199,3.076,-35.338,2.685,-10.999,14.786,-6.999,8.145,-166.629,0.635,-50.493,2.213,-164.227,0.106,-37.393,1.170,-38.959,3.000,-119.034,0.701,-137.385,0.000,-3.073,0.323,-96.024,0.000,-118.306,0.849,-108.846,0.371,-281.070,0.000,-28.323,0.551,-5.834,1.845,-202.672,0.041,-113.214,0.101,-54.425,0.174,-11.190,1.520,-25.723,1.714
K000357,Steven Kuykendall,Republican,0,CA,-10.996,16.285,-39.101,2.177,-2.565,0.820,-38.155,0.639,-25.091,2.571,-4.999,13.500,-27.029,1.689,-119.425,0.214,-114.368,0.129,-18.101,2.411,-482.311,0.385,-5.000,28.286,-1.000,3.644,-1.000,0.576,-6.428,5.781,-49.061,2.895,-22.157,0.923,-101.844,0.185,-51.742,1.135,-40.380,3.714,-14.357,5.582,-126.248,0.846,-400.033,0.175,-121.596,1.738,-2.070,1.362,-26.849,5.107
K000358,Mark Kennedy,Republican,0,MN,-22.983,18.214,-39.976,2.738,-1.000,3.653,-54.713,2.248,-134.267,1.218,-47.640,1.978,-4.907,5.992,-22.571,0.328,-177.603,0.803,-8.060,3.496,-28.517,1.498,-2.985,10.059,-12.470,3.094,-518.618,0.000,-20.521,6.431,-96.022,0.370,-4.981,3.689,-347.753,0.000,-36.176,1.171,-86.706,1.544,-4.724,3.384,-16.369,0.977,-139.275,0.557,-64.309,2.013,-11.271,1.895,-10.997,11.786
K000359,Brian Kerns,Republican,0,IN,-3.000,1.714,-9.700,0.570,-162.429,0.222,-33.263,0.262,-151.268,0.710,-59.706,0.808,-5.000,8.361,-130.248,0.198,-1.000,3.726,-35.799,2.586,-78.966,1.067,-1.000,19.071,-132.062,0.141,-147.197,0.185,-52.894,3.919,-8.061,0.276,-114.566,0.698,-100.844,0.000,-355.869,0.000,-48.478,0.181,-64.920,1.361,-52.867,0.183,-396.112,0.213,-1.000,10.929,-9.050,0.758,-14.998,12.214
K000360,Mark Kirk,Republican,0,IL,-8.997,16.501,-9.804,5.535,-197.281,0.620,-1.000,2.449,-22.498,3.857,-5.000,9.429,-7.000,13.286,-51.592,1.743,-94.882,1.444,-210.643,0.429,-25.038,1.286,-1.000,10.299,-9.151,2.114,-497.837,0.371,-9.840,3.847,-23.258,2.626,-49.517,1.384,-369.545,0.262,-1.000,3.857,-56.347,2.659,-6.308,6.179,-113.839,0.842,-469.860,0.276,-165.225,0.843,-250.245,0.715,-9.000,17.786
K000361,Ric Keller,Republican,0,FL,-2.999,24.000,-23.636,6.953,-16.282,1.232,-4.995,5.160,-78.845,0.638,-67.839,2.173,-6.471,2.377,-14.116,1.690,-38.853,1.305,-75.188,1.393,-2.529,0.436,-29.029,2.756,-20.731,2.762,-265.541,0.153,-92.555,2.116,-86.656,0.955,-23.182,0.739,-496.319,0.000,-165.101,0.212,-1.000,10.929,-24.845,3.614,-84.178,1.391,-363.099,0.352,-55.578,2.054,-68.421,2.061,-14.073,7.959
K000362,Steve King,Republican,0,IA,-11.000,11.571,-13.591,6.431,-26.266,1.173,-5.000,7.500,-27.107,1.100,-32.587,1.458,-6.590,6.257,-72.150,1.737,-54.403,1.109,-172.867,0.000,-2.597,0.697,-17.381,6.014,-16.968,4.500,-294.243,0.000,-4.867,6.465,-117.119,0.524,-13.014,1.095,-313.758,0.000,-298.702,0.329,-30.333,0.922,-26.305,1.907,-216.828,0.793,-447.752,0.311,-14.872,1.883,-139.691,0.436,-10.999,12.000
K000363,John Kline,Republican,0,MN,-26.414,37.929,-11.524,5.859,-41.819,0.410,-43.330,0.784,-190.041,0.212,-4.414,4.541,-45.324,3.092,-79.919,1.302,-130.575,1.387,-106.310,0.771,-85.124,0.421,-10.999,16.286,-21.175,0.180,-440.274,0.000,-5.136,1.105,-69.181,0.666,-40.910,1.262,-296.211,0.000,-209.896,0.185,-1.000,8.786,-51.229,1.664,-4.256,1.092,-338.592,0.000,-48.068,3.287,-9.528,2.666,-21.921,9.437
K000364,John Kuhl,Republican,0,NY,-16.530,12.856,-32.162,0.470,-19.955,2.323,-106.370,0.762,-107.300,0.351,-8.448,3.946,-60.249,0.120,-151.015,0.164,-139.897,0.009,-5.631,3.895,-225.232,0.247,-10.999,17.357,-21.638,2.953,-600.609,0.269,-35.422,5.787,-68.945,2.219,-10.971,4.082,-360.380,0.371,-420.988,0.349,-3.000,9.857,-21.614,3.785,-27.977,1.503,-503.662,0.104,-64.595,1.013,-47.894,1.750,-4.726,10.019
K000376,Mike Kelly,Republican,0,PA,-1.000,9.000,-25.347,3.053,-11.100,0.476,-68.137,1.685,-54.058,2.782,-10.400,4.533,-18.063,2.759,-16.432,1.341,-7.650,1.488,-54.066,1.501,-389.039,0.345,-1.381,8.602,-15.415,3.295,-249.582,0.319,-86.990,2.781,-73.926,0.921,-141.270,0.927,-327.184,0.345,-472.939,0.106,-44.386,1.289,-7.903,2.817,-42.701,0.517,-346.678,0.163,-3.276,3.833,-43.347,1.357,-1.000,12.000
K000378,Adam Kinzinger,Republican,0,IL,-9.000,7.714,-1.734,6.028,-260.967,0.404,-94.556,1.235,-58.952,1.692,-14.756,4.336,-3.000,13.500,-64.115,1.030,-104.753,1.088,-145.242,1.082,-481.581,0.185,-13.000,15.429,-31.221,2.813,-395.358,0.182,-94.377,2.028,-58.211,1.329,-80.240,1.963,-501.942,0.125,-94.021,0.328,-87.239,1.337,-18.605,4.746,-49.634,0.737,-134.138,0.421,-144.478,0.673,-214.039,0.378,-11.395,3.263
K000386,John Katko,Republican,0,NY,-9.000,7.071,-49.220,0.000,-357.537,0.317,-81.465,1.160,-153.224,0.000,-15.169,4.744,-41.006,2.643,-114.015,0.524,-75.959,0.000,-5.000,5.571,-19.782,1.389,-12.943,10.717,-268.728,0.000,-537.680,0.185,-57.150,2.185,-78.701,1.184,-52.218,1.435,-517.571,0.000,-212.897,0.370,-49.801,1.517,-1.000,24.643,-17.856,1.711,-196.304,0.339,-16.372,0.908,-127.432,0.468,-1.000,5.589
K000387,Steve Knight,Republican,0,CA,-28.587,10.286,-20.731,1.025,-97.224,0.916,-105.128,1.334,-22.140,0.266,-3.000,17.786,-50.350,0.926,-183.778,0.635,-121.765,0.337,-104.305,1.074,-30.403,0.961,-16.999,16.286,-4.999,4.077,-915.145,0.000,-5.000,8.144,-1.000,8.786,-189.725,0.808,-409.452,0.000,-430.781,0.000,-26.908,4.334,-5.000,10.500,-21.360,2.822,-272.591,0.501,-145.970,0.530,-142.831,0.899,-13.852,10.531
K000388,Trent Kelly,Republican,0,MS,-1.000,1.714,-43.219,0.000,-342.510,0.318,-97.444,0.542,-125.135,0.310,-15.357,3.206,-28.216,1.861,-9.586,0.207,-65.041,0.000,-71.729,1.406,-193.662,0.000,-1.000,131.786,-178.216,0.185,-344.685,0.000,-15.733,6.265,-81.355,0.150,-60.469,0.503,-241.651,0.092,-381.518,0.000,-110.484,0.977,-28.133,0.816,-238.340,0.510,-217.154,0.203,-44.046,0.196,-178.716,0.037,-1.000,0.215
K000392,David Kustoff,Republican,0,TN,-4.997,10.936,-23.609,0.709,-61.910,1.591,-89.026,1.767,-56.031,0.531,-6.409,4.308,-10.999,9.000,-1.000,4.290,-49.582,0.532,-119.158,0.000,-2.994,1.854,-12.911,11.146,-15.407,0.368,-203.291,0.000,-51.228,3.365,-24.208,0.054,-25.212,0.000,-124.734,0.000,-7.740,2.490,-2.394,0.124,-63.631,0.721,-200.500,0.610,-6.531,2.262,-23.621,2.175,-51.348,0.871,-9.653,4.227
L000096,Steve Largent,Republican,0,OK,-15.000,24.000,-6.497,6.905,-92.230,0.727,-4.283,3.952,-153.694,0.206,-13.929,0.282,-26.237,1.887,-48.895,0.625,-141.521,0.134,-71.437,0.544,-2.549,0.913,-28.895,4.135,-25.078,2.421,-30.904,0.875,-18.237,4.959,-45.107,0.591,-117.015,1.012,-2.731,0.638,-319.525,0.000,-110.230,1.190,-44.892,3.330,-153.752,0.213,-102.510,0.416,-18.725,2.812,-2.999,4.077,-10.846,7.717
L000111,Tom Latham,Republican,0,IA,-11.890,30.865,-7.064,2.280,-6.998,4.514,-128.981,0.997,-27.763,1.490,-27.603,2.917,-56.842,0.561,-98.325,0.542,-137.870,0.310,-22.959,2.097,-93.548,0.864,-16.999,14.786,-54.771,1.061,-154.200,0.371,-105.633,2.368,-70.906,1.388,-14.796,4.132,-138.833,0.185,-160.156,0.382,-26.368,3.785,-30.198,2.162,-17.238,1.916,-103.955,0.751,-1.000,3.661,-219.371,0.400,-21.745,5.547
L000119,Gregory Laughlin,Republican,0,TX,-12.999,39.857,-15.225,4.329,-5.974,2.601,-123.790,1.315,-2.814,2.958,-8.998,9.000,-32.957,5.143,-220.022,0.507,-15.331,2.571,-133.061,0.108,-480.584,0.000,-2.999,16.286,-46.103,2.486,-297.461,0.185,-34.823,6.214,-21.233,3.365,-52.835,2.252,-126.735,0.000,-107.285,0.845,-60.564,0.522,-45.625,3.534,-44.844,0.155,-21.789,0.551,-24.938,0.538,-120.408,0.635,-4.454,4.978
L000155,Rick Lazio,Republican,0,NY,-18.999,53.786,-27.143,2.657,-120.968,0.210,-54.300,1.296,-24.291,0.790,-29.213,1.373,-6.996,3.517,-15.831,2.621,-162.113,0.713,-188.985,0.160,-181.730,0.417,-8.828,5.766,-52.913,0.331,-573.364,0.185,-20.805,1.593,-87.518,1.315,-1.000,1.438,-566.753,0.202,-145.051,0.572,-106.601,1.012,-40.429,2.639,-46.518,0.911,-1.000,19.071,-7.999,2.542,-34.602,2.386,-1.000,10.267
L000169,James Leach,Republican,0,IA,-10.422,37.941,-50.833,1.350,-69.395,0.901,-157.293,1.179,-14.997,6.214,-5.233,1.718,-7.000,17.786,-1.000,11.786,-72.681,1.836,-42.847,1.044,-410.554,0.185,-30.118,0.425,-188.813,0.203,-747.382,0.000,-16.921,6.910,-1.000,0.679,-13.085,0.725,-572.686,0.259,-14.999,2.786,-89.030,0.693,-30.252,3.119,-166.116,0.424,-15.383,2.202,-56.421,0.177,-113.611,0.370,-7.925,3.692
L000267,David Levy,Republican,0,NY,-41.621,24.643,-12.998,11.143,-87.630,0.000,-6.998,5.571,-6.786,0.000,-33.412,0.000,-1.000,18.214,-45.105,0.000,-120.677,1.353,-5.732,0.000,-175.712,0.000,-1.000,1.060,-57.377,0.000,-227.032,0.000,-43.229,1.171,-28.778,0.852,-91.970,0.285,-535.747,0.364,-21.770,1.696,-39.345,0.733,-59.087,0.174,-41.599,0.000,-85.501,0.000,-114.341,0.821,-18.936,0.000,-10.162,0.101
L000274,Jerry Lewis,Republican,0,CA,-11.000,69.214,-12.922,3.961,-233.268,0.185,-165.830,0.321,-186.051,0.200,-3.000,11.571,-16.832,1.614,-28.444,0.464,-24.408,2.410,-125.567,1.396,-565.362,0.240,-20.595,4.179,-147.252,0.608,-607.671,0.040,-42.538,3.710,-19.005,3.720,-50.375,2.786,-37.281,0.349,-502.404,0.060,-22.489,1.744,-15.668,2.699,-68.208,1.353,-9.262,1.704,-38.799,0.301,-130.844,0.244,-20.675,2.329
L000293,Ron Lewis,Republican,0,KY,-10.999,9.857,-1.000,9.856,-11.340,2.444,-81.215,1.943,-28.231,0.895,-14.628,3.932,-47.941,2.041,-138.250,1.037,-70.651,1.534,-27.962,2.763,-30.429,0.746,-8.913,11.152,-48.564,2.283,-13.316,0.962,-33.569,4.513,-63.499,1.404,-130.184,1.518,-553.985,0.306,-184.084,0.212,-6.241,3.725,-22.645,1.465,-143.062,0.533,-19.769,1.315,-42.965,2.526,-46.740,2.101,-14.288,8.172
L000295,Thomas Lewis,Republican,0,FL,-6.614,50.106,-48.469,2.224,-18.169,1.787,-1.000,9.643,-1.000,7.071,-9.000,12.000,-3.000,15.429,-170.272,0.458,-13.183,0.314,-145.138,0.000,-173.886,0.086,-4.815,7.323,-92.766,0.047,-211.225,0.185,-10.013,4.061,-31.455,4.071,-61.567,2.236,-130.736,0.000,-53.648,0.553,-72.114,0.000,-71.357,2.233,-146.773,0.851,-80.012,0.208,-86.930,0.951,-19.964,0.178,-20.634,1.500
L000305,James Lightfoot,Republican,0,IA,-9.000,91.286,-1.000,6.846,-250.102,0.454,-15.370,2.902,-2.833,3.847,-11.171,5.365,-42.546,3.639,-3.524,1.809,-2.999,4.306,-85.206,0.000,-35.652,1.063,-25.695,0.641,-186.312,0.177,-176.582,0.000,-40.270,1.459,-41.666,0.541,-162.379,0.793,-878.931,0.000,-53.373,1.260,-101.480,1.139,-21.542,5.792,-143.075,0.318,-76.380,0.096,-5.889,0.503,-49.819,1.011,-1.000,3.261
L000321,John Linder,Republican,0,GA,-18.433,51.214,-10.999,12.214,-21.017,0.636,-100.003,1.280,-65.836,1.619,-55.901,2.246,-45.785,1.797,-134.823,1.000,-70.849,1.749,-157.288,0.318,-557.088,0.347,-18.412,2.774,-120.913,0.627,-565.702,0.360,-63.875,2.416,-50.831,1.553,-132.192,0.791,-422.962,0.185,-465.737,0.214,-81.474,0.484,-15.283,4.986,-65.281,0.644,-14.911,0.311,-19.347,2.386,-93.510,1.582,-22.517,6.308
L000371,Robert Livingston,Republican,0,LA,-1.000,81.214,-14.997,10.714,-69.587,1.115,-59.121,1.494,-60.972,1.997,-3.000,13.286,-5.461,4.928,-157.671,0.465,-10.070,3.857,-74.845,0.317,-478.037,0.000,-2.729,2.025,-127.800,0.753,-562.986,0.038,-18.811,1.577,-92.390,0.766,-57.691,0.590,-773.177,0.000,-119.561,0.520,-13.735,1.034,-8.975,0.549,-87.262,1.112,-227.144,0.314,-28.439,0.746,-226.535,0.489,-17.964,1.908
L000431,James Longley,Republican,0,ME,-29.273,22.286,-3.000,19.929,-176.680,0.853,-88.658,1.136,-14.637,1.055,-1.000,24.643,-22.282,3.363,-135.389,0.349,-2.979,3.714,-139.940,0.105,-242.576,0.000,-16.998,12.643,-195.365,0.000,-490.525,0.371,-35.626,1.479,-9.099,1.915,-131.083,1.144,-137.833,0.000,-182.351,0.319,-18.180,0.914,-41.031,0.426,-143.089,0.104,-52.895,1.045,-151.893,0.765,-27.076,0.745,-14.875,6.440
L000447,Trent Lott,Republican,0,MS,-10.999,63.000,-7.000,13.286,-266.277,0.463,-13.702,2.511,-6.997,5.786,-3.000,18.643,-41.270,0.913,-74.533,0.836,-4.060,2.959,-76.504,0.000,-154.022,0.000,-20.419,0.513,-125.122,0.000,-95.876,0.109,-25.461,0.379,-4.992,4.510,-53.192,0.198,-139.833,0.000,-23.962,0.000,-28.318,0.179,-53.779,0.348,-148.541,0.316,-245.355,0.468,-31.798,0.095,-1.901,0.176,-21.578,0.000
L000491,Frank Lucas,Republican,0,OK,-14.999,52.500,-47.173,2.060,-1.000,15.857,-90.143,0.187,-75.671,1.463,-44.213,1.852,-51.088,0.722,-5.731,3.868,-153.833,0.292,-97.536,0.795,-186.763,0.207,-20.202,2.228,-11.317,2.471,-29.255,0.546,-8.841,4.609,-1.000,4.724,-13.844,2.987,-61.634,0.451,-465.729,0.000,-31.328,0.737,-11.233,4.129,-15.639,2.705,-252.555,0.422,-141.959,0.374,-124.231,0.000,-11.392,3.478
L000504,Richard Lugar,Republican,0,IN,-23.669,24.668,-42.188,0.684,-8.014,3.044,-21.229,0.000,-5.000,5.798,-18.434,0.000,-5.412,2.792,-41.147,1.783,-151.590,0.810,-5.019,3.691,-187.528,0.628,-39.919,0.014,-124.675,0.480,-88.692,0.000,-15.311,2.910,-37.703,3.121,-46.498,2.545,-142.928,0.000,-22.679,0.157,-6.999,5.571,-36.786,2.083,-32.861,0.000,-53.702,0.000,-3.000,7.929,-1.000,3.464,-13.123,3.585
L000517,Daniel Lungren,Republican,0,CA,-18.978,31.714,-43.455,2.871,-211.365,0.631,-42.020,2.101,-137.465,0.501,-29.859,4.096,-19.639,5.852,-47.531,0.794,-111.463,0.805,-61.679,0.735,-147.533,0.501,-8.913,4.108,-35.085,1.873,-609.637,0.000,-23.632,4.504,-110.019,0.948,-132.584,1.002,-539.181,0.137,-284.101,0.185,-9.771,0.137,-1.000,18.643,-250.652,0.556,-345.381,0.000,-103.109,0.365,-136.314,0.209,-25.118,5.000
L000552,Ray LaHood,Republican,0,IL,-1.000,32.357,-43.454,1.068,-8.996,3.234,-53.145,1.484,-35.124,1.820,-14.653,5.567,-6.623,5.399,-79.742,0.734,-8.069,3.857,-118.278,1.273,-540.640,0.012,-29.547,3.932,-218.002,0.371,-415.894,0.344,-13.648,5.264,-120.035,1.240,-14.896,2.803,-34.406,0.646,-163.771,0.566,-104.801,0.691,-1.000,8.360,-113.979,0.628,-20.017,0.651,-115.563,0.418,-196.138,0.660,-6.194,3.584
L000553,Steven LaTourette,Republican,0,OH,-1.000,33.230,-33.457,3.691,-94.092,0.649,-30.447,3.623,-200.041,0.214,-1.000,3.226,-10.328,2.242,-33.663,2.357,-1.000,0.820,-28.152,1.598,-337.222,0.324,-6.802,7.298,-16.098,1.741,-454.200,0.316,-59.243,2.601,-23.348,2.411,-18.846,3.780,-238.315,0.330,-399.946,0.185,-26.322,0.923,-38.535,3.409,-217.350,0.584,-245.202,0.254,-134.365,0.763,-249.825,0.218,-47.937,4.075
L000554,Frank LoBiondo,Republican,0,NJ,-6.550,28.326,-12.874,1.523,-126.449,1.068,-21.950,1.233,-90.830,0.522,-1.000,39.857,-24.208,0.961,-42.184,0.854,-65.396,1.476,-91.795,1.236,-542.106,0.206,-18.660,9.199,-202.684,0.518,-18.473,1.094,-58.911,2.287,-31.513,3.031,-1.000,7.500,-656.925,0.126,-315.524,0.000,-101.333,0.704,-5.000,8.360,-58.833,1.805,-62.364,1.173,-125.691,0.760,-104.917,0.391,-13.973,8.590
L000564,Doug Lamborn,Republican,0,CO,-16.103,34.716,-26.060,4.500,-113.787,0.420,-54.342,0.922,-144.499,0.881,-6.999,13.500,-12.560,6.226,-183.767,0.339,-106.570,1.178,-13.011,0.607,-475.819,0.000,-4.998,16.929,-2.999,5.793,-460.164,0.201,-64.528,2.906,-14.995,4.929,-24.558,2.620,-82.669,0.438,-187.553,0.427,-74.877,1.195,-66.323,2.128,-138.692,0.721,-392.449,0.001,-163.282,0.640,-41.921,0.508,-12.463,7.119
L000566,Robert Latta,Republican,0,OH,-9.000,11.571,-25.825,4.972,-55.030,1.461,-100.536,0.072,-30.043,0.756,-57.139,2.416,-40.732,0.538,-180.029,0.485,-138.065,0.097,-65.604,2.362,-546.850,0.152,-35.841,6.857,-3.000,12.000,-570.361,0.000,-5.693,2.420,-69.222,2.007,-20.848,3.785,-653.807,0.141,-110.193,0.210,-53.008,3.359,-31.647,6.214,-15.181,0.691,-417.000,0.322,-12.863,0.700,-141.842,0.098,-18.319,3.693
L000567,Leonard Lance,Republican,0,NJ,-1.000,11.145,-1.000,5.829,-232.262,0.370,-148.347,0.126,-53.707,1.642,-11.830,2.676,-12.058,3.691,-55.666,1.824,-108.388,1.267,-47.094,1.362,-324.685,0.185,-6.950,9.849,-62.005,1.053,-555.887,0.176,-10.424,5.997,-19.886,1.101,-59.465,2.310,-513.568,0.371,-197.956,0.212,-4.426,3.632,-8.999,7.930,-22.396,1.415,-330.398,0.371,-16.294,0.689,-202.519,0.143,-1.000,24.000
L000568,Christopher Lee,Republican,0,NY,-1.000,10.288,-28.586,7.502,-183.612,0.865,-81.089,0.000,-17.701,0.586,-5.000,17.786,-28.984,0.724,-1.000,6.433,-1.000,0.175,-28.791,1.394,-116.398,0.421,-2.997,15.860,-2.696,2.124,-200.840,0.333,-86.253,2.323,-128.831,1.010,-3.000,10.500,-613.684,0.137,-362.860,0.185,-100.241,2.163,-12.599,4.744,-11.949,2.520,-14.492,1.845,-75.891,1.601,-226.204,0.277,-4.748,15.809
L000569,Blaine Luetkemeyer,Republican,0,MO,-18.429,25.072,-25.046,1.371,-95.051,1.208,-181.140,0.428,-42.692,1.127,-54.719,1.303,-33.403,1.048,-1.000,11.143,-112.735,0.253,-3.000,7.500,-618.165,0.000,-2.885,8.106,-122.795,0.554,-836.404,0.000,-48.197,4.714,-4.930,2.977,-92.330,1.064,-1016.840,0.000,-462.256,0.000,-38.152,3.358,-45.784,3.748,-77.319,1.519,-7.266,2.063,-68.170,0.585,-193.802,0.151,-28.576,5.215
